-0.387961,0.0377132,0.698838
-0.363521,0.0216369,0.667965
-0.199461,-0.118128,0.369648
-0.403229,-0.00172508,0.748899
-0.403229,-0.00172508,0.748899
-0.403072,-0.250515,0.789307
-0.44246,-0.386701,0.87114
-0.44933,0.0291448,0.894584
-0.396581,-0.267106,0.797922
-0.394422,-0.260621,0.794884
-0.394032,-0.252328,0.798521
-0.344091,0.284385,0.698234
-0.346406,-0.257066,0.707907
-0.368926,-0.284064,0.754605
-0.397189,-0.204026,0.828252
-0.397861,-0.210987,0.832237
-0.352539,-0.282481,0.7382
-0.352539,-0.282481,0.7382
-0.332453,0.281284,0.699946
-0.347919,-0.291136,0.733797
-0.332438,0.18065,0.70357
-0.401042,-0.206649,0.851373
-0.363669,-0.233688,0.772624
-0.380322,-0.239988,0.810126
-0.309526,0.18865,0.659582
-0.346532,-0.316199,0.74729
-0.394608,-0.206977,0.856443
-0.349569,-0.310642,0.759114
-0.376876,0.0132953,0.821913
-0.384143,-0.228937,0.839644
-0.36903,-0.150842,0.809704
-0.310012,0.273198,0.680759
-0.310012,0.273198,0.680759
-0.381718,-0.148626,0.842916
-0.359107,-0.214245,0.796103
-0.38343,-0.0925653,0.849719
-0.394916,-0.085311,0.875926
-0.391613,-0.0848452,0.868485
-0.402076,-0.116871,0.892727
-0.36149,-0.262714,0.80431
-0.36908,-0.228196,0.823815
-0.329624,0.0406271,0.73608
-0.368964,-0.114648,0.825541
-0.381314,-0.101713,0.855138
-0.361904,-0.218986,0.811826
-0.35244,-0.204374,0.792669
-0.329486,-0.220419,0.7452
-0.367488,-0.237084,0.836045
-0.367349,-0.0983891,0.837885
-0.367349,-0.0983891,0.837885
-0.366036,-0.117479,0.835046
-0.374279,-0.122087,0.854374
-0.345589,-0.204407,0.791023
-0.319409,0.0369457,0.737684
-0.364003,-0.0861649,0.840835
-0.364003,-0.0861649,0.840835
-0.332654,0.0511935,0.769354
-0.498525,0.417861,1.17335
-0.31965,-0.212554,0.760255
-0.333436,-0.237866,0.793343
-0.33666,-0.233292,0.803839
-0.315353,-0.271272,0.754697
-0.318976,-0.333764,0.76597
-0.318976,-0.333764,0.76597
-0.268164,0.216738,0.650675
-0.346946,-0.0770235,0.846557
-0.323034,-0.302966,0.792026
-0.323034,-0.302966,0.792026
-0.300256,-0.220008,0.736668
-0.307142,-0.211914,0.754004
-0.332328,-0.222931,0.816415
-0.333851,-0.0764712,0.825386
-0.312653,0.026462,0.789344
-0.344791,0.29679,0.874369
-0.183974,-0.209991,0.481239
-0.249691,0.0516711,0.662524
-0.270606,-0.0246454,0.74294
-0.295209,-0.317643,0.81143
-0.27727,-0.05738,0.771189
-0.271728,-0.0482692,0.757524
-0.276189,-0.0664952,0.772262
-0.276575,-0.00374357,0.773979
-0.287192,-0.339555,0.808316
-0.26312,0.114139,0.744647
-0.28127,-0.249064,0.805467
-0.282482,-0.242745,0.809816
-0.279614,-0.257272,0.817196
-0.275432,-0.244274,0.805033
-0.259338,0.272289,0.758913
-0.247304,-0.05448,0.729166
-0.247304,-0.05448,0.729166
-0.262049,-0.0360017,0.775035
-0.261422,0.263544,0.777335
-0.258202,-0.0664524,0.769969
-0.262369,-0.0161458,0.784561
-0.273156,-0.0308106,0.818229
-0.223122,0.0710127,0.672031
-0.223122,0.0710127,0.672031
-0.247385,0.250052,0.755243
-0.247385,0.250052,0.755243
-0.248663,-0.0656189,0.763291
-0.243765,-0.0537064,0.749394
-0.254606,-0.069559,0.784082
-0.245827,-0.0292654,0.760816
-0.247597,-0.0625573,0.768652
-0.247597,-0.0625573,0.768652
-0.236438,-0.0252305,0.737665
-0.279558,-0.254299,0.899348
-0.232827,-0.0577874,0.755172
-0.231258,-0.0365633,0.751215
-0.262252,-0.196701,0.852943
-0.251161,-0.314316,0.828331
-0.218662,0.308442,0.730044
-0.22766,0.258745,0.763753
-0.248743,-0.22319,0.838163
-0.219589,0.186563,0.749636
-0.246646,-0.294311,0.843493
-0.250154,-0.237384,0.861344
-0.232039,-0.235493,0.803115
-0.205669,0.181594,0.715376
-0.205669,0.181594,0.715376
-0.227334,-0.278452,0.796906
-0.240843,-0.163482,0.845432
-0.236818,-0.289858,0.831492
-0.236843,-0.337375,0.838308
-0.234644,-0.269168,0.831415
-0.248888,-0.0750315,0.883177
-0.234655,-0.243985,0.834372
-0.186018,0.199101,0.664738
-0.23792,-0.268231,0.856254
-0.240994,-0.34195,0.871115
-0.240994,-0.34195,0.871115
-0.184747,0.0980751,0.675215
-0.236525,-0.0688488,0.865261
-0.230568,-0.269404,0.847351
-0.234479,-0.26494,0.866778
-0.249731,-0.333134,0.930976
-0.208723,-0.0366129,0.775172
-0.253723,0.222721,0.965222
-0.174261,0.0899496,0.674977
-0.216831,-0.0611259,0.844577
-0.216831,-0.0611259,0.844577
-0.216375,-0.0613657,0.843022
-0.214469,-0.318735,0.840151
-0.334027,-0.599523,1.3299
-0.206481,-0.264659,0.823032
-0.209775,-0.164781,0.842693
-0.202391,-0.309121,0.816219
