0,0,0
0.0117078,0.00264553,0.00179896
0.0131141,0.00226201,0.0026014
0.0131141,0.00226201,0.0026014
0.0138215,0.00276963,0.00318868
0.0148306,0.00212686,0.00362658
0.0192977,0.00165779,0.00321876
0.0216485,0.00284285,0.00389753
0.0184911,0.00114409,0.00478096
0.0240898,0.00143666,0.0050389
0.0198607,0.000529018,0.00633365
0.0206962,0.000401008,0.00671103
0.0267318,0.00179227,0.00668663
0.0277538,-9.32309e-05,0.00822621
0.0257216,-0.000325665,0.00948349
0.0408168,-0.000669917,0.00808964
0.0354974,-0.00253571,0.00992668
0.0365022,-0.00247077,0.00969979
0.0381363,-0.00646881,0.0107426
0.0336168,-0.0038113,0.0134019
0.0449624,-0.00494024,0.00908803
0.0454564,-0.00837478,0.0110031
0.0381531,-0.00437351,0.0147236
0.0479083,-0.00770688,0.0120041
0.0459436,-0.00461972,0.0130826
0.0526613,-0.00402379,0.0113131
0.0558795,-0.00422878,0.0112275
0.0526162,0.000118828,0.0154283
0.0632304,0.00334515,0.00976515
0.0622127,-0.00177122,0.0145828
0.0522312,-0.00733899,0.0154815
0.0558469,-0.00498362,0.0141286
0.0596841,-0.00156419,0.0151359
0.0593657,-0.00669994,0.013574
0.0661637,0.000680572,0.0134624
0.0721814,-0.00124611,0.0130511
0.0678537,-0.00143145,0.0161801
0.0671684,-0.00240003,0.0174249
0.0670901,-0.00168348,0.0169859
0.0650408,-0.00516677,0.0184627
0.0570938,-0.00161206,0.019949
0.0643581,0.00299135,0.0215492
0.0712678,0.000697251,0.0198698
0.0697662,-0.00408238,0.0178774
0.0696184,0.00347797,0.0209203
0.0763238,-0.00552891,0.0172574
0.0748966,-0.00582499,0.0176021
0.0830687,0.00367363,0.0196998
0.0744311,0.00384737,0.0249272
0.0877181,-0.00121063,0.0186231
0.104091,-0.00100402,0.0156667
0.109991,-0.00417545,0.0193534
0.103385,-0.00425943,0.020431
0.112852,-0.00268797,0.0218904
0.112852,-0.00268797,0.0218904
0.118489,-0.00473727,0.0214061
0.12205,-0.00435884,0.0209532
0.126242,-0.00307555,0.0211654
0.131177,-0.00375426,0.0215976
0.133589,-0.00493181,0.0218873
0.136701,-0.00306873,0.0232224
0.136888,-0.00359942,0.0246799
0.141248,-0.00156359,0.0248333
0.143471,-0.00116429,0.0259532
0.149009,-0.00105055,0.025309
0.156598,-0.00230179,0.0251656
0.157536,-0.00508967,0.0265255
0.160566,-0.000802074,0.0265758
0.163661,0.00173005,0.0280463
0.167821,-0.000935972,0.0295348
0.182945,-0.00308552,0.0325431
0.182945,-0.00308552,0.0325431
0.187368,-0.00316711,0.0335617
0.191403,-0.00655304,0.0359586
0.197809,-0.00913826,0.0369406
0.201138,-0.00790595,0.0391418
0.204308,-0.00647758,0.0414311
0.212868,-0.00885618,0.0415351
0.214942,-0.0180053,0.044286
0.219858,-0.0188736,0.0449769
0.225433,-0.0156817,0.0474815
0.229682,-0.0148987,0.0492136
0.235528,-0.0164282,0.050033
0.239232,-0.0171838,0.0528303
0.244242,-0.0193661,0.0557149
0.248017,-0.0237148,0.0571795
0.257516,-0.0243336,0.0550954
0.257044,-0.0169849,0.0611339
0.270565,-0.0251863,0.0576681
0.270565,-0.0251863,0.0576681
0.276614,-0.0234613,0.0562182
0.279955,-0.0264954,0.0541147
0.283368,-0.0275891,0.05258
0.288366,-0.0294732,0.0495171
0.295313,-0.0261551,0.0463816
0.298183,-0.0254721,0.0446275
0.303276,-0.0238545,0.0431251
0.305579,-0.023459,0.041315
0.310188,-0.0219158,0.0403481
0.318876,-0.0226068,0.0319226
0.325549,-0.0226572,0.0285983
0.323659,-0.0252162,0.0284726
0.333308,-0.0256543,0.0212193
0.335427,-0.0177756,0.0190893
0.337975,-0.0174036,0.016923
0.35018,-0.0162044,0.00571203
0.35018,-0.0162044,0.00571203
0.352991,-0.0194846,0.00233917
0.357308,-0.0203822,-0.00301238
0.359614,-0.0190045,-0.00780646
0.359852,-0.0153907,-0.0104656
0.362621,-0.012538,-0.0130442
0.36642,-0.00731365,-0.013593
0.36853,-0.00826927,-0.0151717
0.371314,-0.00584403,-0.0168989
0.375196,-0.00408592,-0.0192795
0.378529,-0.00158394,-0.0210713
0.378071,-0.000295017,-0.0201191
0.381563,0.00281982,-0.0219789
0.38452,0.00302538,-0.0243425
0.386032,0.00150982,-0.0231379
0.389569,0.00482492,-0.0266842
0.392113,0.00859577,-0.0281128
0.395168,0.00909101,-0.0297826
0.397206,0.00562443,-0.0316393
